,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
28876,28877,0.31,Ideal,D,SI1,62.5,53.0,684,4.37,4.34,2.72
28907,28908,0.3,Very Good,H,VVS1,62.0,59.0,684,4.26,4.29,2.65
28912,28913,0.3,Ideal,G,VVS2,61.1,57.0,684,4.32,4.35,2.65
28914,28915,0.36,Ideal,E,VS2,61.7,57.0,684,4.55,4.59,2.82
28920,28921,0.3,Ideal,H,VVS1,62.0,55.0,684,4.3,4.34,2.68
28929,28930,0.3,Very Good,G,VVS2,61.3,57.0,684,4.29,4.33,2.64
28932,28933,0.3,Premium,G,VVS2,61.0,60.0,684,4.3,4.32,2.63
28934,28935,0.3,Premium,G,VVS2,60.8,58.0,684,4.34,4.38,2.65
28936,28937,0.3,Good,E,VVS2,63.2,59.0,684,4.27,4.28,2.7
28953,28954,0.31,Very Good,H,SI1,62.9,56.0,435,4.27,4.31,2.7
28956,28957,0.31,Good,I,VS2,63.2,55.0,435,4.3,4.4,2.75
28961,28962,0.31,Very Good,I,VS2,60.7,61.0,435,4.32,4.34,2.63
28964,28965,0.31,Premium,H,SI1,62.7,58.0,435,4.31,4.34,2.71
28972,28973,0.25,Good,F,VS1,63.6,57.0,435,4.01,4.04,2.56
28974,28975,0.31,Premium,I,VS2,59.8,60.0,435,4.38,4.42,2.63
28983,28984,0.31,Ideal,D,VS2,59.4,57.0,685,4.45,4.5,2.66
28984,28985,0.35,Very Good,D,VS2,62.8,58.0,685,4.47,4.51,2.82
28986,28987,0.41,Ideal,I,VS1,61.9,55.0,685,4.78,4.82,2.97
28994,28995,0.34,Ideal,F,VS2,62.1,56.0,686,4.45,4.47,2.77
29002,29003,0.34,Premium,F,VS2,62.6,59.0,686,4.44,4.48,2.79
29003,29004,0.34,Very Good,H,VVS2,62.7,59.0,686,4.43,4.47,2.79
29006,29007,0.34,Premium,F,VS2,60.7,60.0,686,4.46,4.5,2.72
29011,29012,0.34,Ideal,H,VVS2,61.8,54.0,686,4.47,4.49,2.77
29018,29019,0.31,Ideal,G,VVS2,61.8,56.0,687,4.37,4.4,2.71
29020,29021,0.31,Ideal,G,VVS2,62.2,54.0,687,4.35,4.39,2.72
29023,29024,0.31,Ideal,G,VVS2,60.8,56.0,687,4.41,4.44,2.69
29025,29026,0.33,Ideal,H,VVS1,61.4,53.0,687,4.5,4.55,2.78
29050,29051,0.4,Very Good,E,SI1,62.2,62.0,687,4.66,4.69,2.91
29053,29054,0.4,Good,E,SI1,63.2,58.0,687,4.66,4.7,2.96
29055,29056,0.4,Good,E,SI1,63.6,57.0,687,4.65,4.69,2.97
29057,29058,0.4,Good,E,SI1,63.5,57.0,687,4.7,4.72,2.99
29060,29061,0.4,Very Good,E,SI1,60.8,62.0,687,4.72,4.76,2.88
29068,29069,0.4,Very Good,E,SI1,61.7,60.0,687,4.68,4.72,2.9
29069,29070,0.34,Ideal,E,VS1,62.0,57.0,687,4.44,4.49,2.77
29070,29071,0.34,Ideal,D,VS2,61.6,55.0,687,4.48,4.54,2.78
29071,29072,0.34,Premium,D,VS2,59.3,59.0,687,4.55,4.59,2.71
29073,29074,0.28,Very Good,E,IF,59.6,55.0,688,4.24,4.31,2.55
29083,29084,0.36,Premium,G,SI1,61.8,59.0,689,4.57,4.55,2.82
29085,29086,0.36,Premium,G,SI1,62.0,59.0,689,4.56,4.53,2.82
29087,29088,0.34,Ideal,H,VS2,60.5,56.0,689,4.58,4.54,2.76
29088,29089,0.34,Premium,H,VS2,59.0,59.0,689,4.61,4.55,2.7
29090,29091,0.36,Ideal,G,SI1,62.7,55.0,689,4.59,4.54,2.86
29097,29098,0.36,Premium,D,SI2,61.5,60.0,689,4.6,4.54,2.81
29099,29100,0.34,Ideal,I,VS1,62.6,56.0,689,4.47,4.44,2.79
29101,29102,0.34,Premium,I,VS1,61.0,60.0,689,4.51,4.48,2.74
29109,29110,0.34,Premium,H,VS2,61.1,58.0,689,4.5,4.47,2.74
29115,29116,0.34,Premium,H,VS2,61.9,60.0,689,4.46,4.42,2.75
29117,29118,0.34,Ideal,H,VS2,62.6,54.0,689,4.5,4.45,2.8
29121,29122,0.4,Premium,D,SI1,60.9,60.0,689,4.74,4.78,2.9
29133,29134,0.33,Very Good,G,VVS2,61.4,55.0,692,4.46,4.5,2.75
29134,29135,0.33,Very Good,H,VVS1,62.5,55.0,692,4.43,4.47,2.78
29149,29150,0.31,Ideal,D,SI1,61.5,55.0,692,4.38,4.4,2.7
29151,29152,0.41,Very Good,I,SI2,63.5,57.0,692,4.72,4.7,2.99
29154,29155,0.38,Very Good,G,VS1,61.9,54.0,693,4.65,4.69,2.89
29157,29158,0.38,Ideal,E,SI1,61.8,53.8,693,4.63,4.67,2.88
29162,29163,0.33,Very Good,E,SI1,63.1,56.0,693,4.45,4.42,2.8
29163,29164,0.27,Good,D,VVS2,64.3,55.0,693,4.14,4.09,2.65
29167,29168,0.4,Very Good,E,VS2,63.0,59.0,693,4.66,4.68,2.94
29174,29175,0.3,Ideal,F,VVS2,61.8,55.0,694,4.33,4.35,2.68
29175,29176,0.3,Ideal,F,VVS2,61.6,53.0,694,4.35,4.39,2.69
29184,29185,0.3,Ideal,E,VS1,62.1,58.0,694,4.26,4.28,2.65
29187,29188,0.3,Ideal,E,VS1,61.9,58.0,694,4.27,4.29,2.65
29189,29190,0.4,Ideal,F,SI1,62.0,57.0,694,4.72,4.76,2.94
29190,29191,0.4,Ideal,F,SI1,61.9,57.0,694,4.71,4.76,2.93
29193,29194,0.38,Ideal,E,SI1,61.0,56.0,694,4.68,4.69,2.86
29197,29198,0.33,Very Good,I,IF,59.0,61.0,694,4.49,4.56,2.67
29199,29200,0.33,Ideal,I,IF,61.6,55.0,694,4.46,4.47,2.75
29202,29203,0.44,Very Good,J,VS1,61.9,57.0,694,4.83,4.9,3.01
29204,29205,0.33,Ideal,I,IF,61.8,55.0,694,4.46,4.47,2.76
29205,29206,0.33,Ideal,I,IF,62.2,56.0,694,4.42,4.45,2.76
29211,29212,0.32,Ideal,F,VS1,61.2,56.2,695,4.41,4.44,2.71
29214,29215,0.31,Ideal,F,VS1,61.6,56.0,695,4.33,4.36,2.68
29216,29217,0.38,Ideal,G,SI1,60.6,57.0,695,4.71,4.76,2.87
29217,29218,0.38,Ideal,G,SI1,61.5,55.0,695,4.66,4.68,2.87
29221,29222,0.34,Ideal,I,IF,62.1,54.0,695,4.49,4.53,2.8
29226,29227,0.31,Fair,G,VS1,64.6,55.0,695,4.31,4.26,2.77
29239,29240,0.37,Very Good,G,VS1,58.3,62.0,696,4.72,4.75,2.76
29243,29244,0.34,Very Good,E,VS2,62.7,56.0,696,4.48,4.51,2.82
29245,29246,0.34,Good,E,VS2,63.8,56.0,696,4.44,4.49,2.85
29247,29248,0.38,Ideal,H,SI1,61.2,56.0,697,4.7,4.74,2.89
29268,29269,0.31,Very Good,E,SI1,63.4,55.0,698,4.32,4.29,2.73
29270,29271,0.31,Ideal,E,SI1,62.4,57.0,698,4.34,4.31,2.7
29274,29275,0.31,Premium,I,VVS2,59.4,59.0,698,4.44,4.41,2.63
29285,29286,0.24,Ideal,G,VS1,62.3,57.0,436,3.99,4.02,2.49
29296,29297,0.31,Ideal,I,SI1,62.2,54.0,436,4.36,4.39,2.72
29297,29298,0.3,Ideal,I,VS2,61.3,58.0,438,4.3,4.31,2.64
29298,29299,0.3,Ideal,I,VS2,61.6,57.0,438,4.28,4.33,2.65
29300,29301,0.3,Ideal,I,VS2,60.3,57.0,438,4.36,4.39,2.64
29304,29305,0.3,Ideal,I,VS2,62.7,54.0,438,4.28,4.3,2.69
29305,29306,0.25,Ideal,G,VS1,62.0,54.0,438,4.06,4.07,2.52
29308,29309,0.25,Ideal,G,VS1,62.7,54.0,438,4.05,4.08,2.55
29310,29311,0.31,Premium,H,VS1,59.7,58.0,698,4.43,4.41,2.64
29315,29316,0.31,Ideal,H,VS1,61.1,57.0,698,4.39,4.35,2.67
29316,29317,0.31,Ideal,H,VS1,62.6,55.0,698,4.38,4.34,2.73
29323,29324,0.31,Premium,H,VS1,62.4,58.0,698,4.36,4.32,2.71
29329,29330,0.31,Premium,H,VS1,62.8,58.0,698,4.31,4.29,2.7
29332,29333,0.31,Premium,H,VS1,62.6,60.0,698,4.32,4.3,2.7
29333,29334,0.31,Ideal,H,VS1,62.1,54.0,698,4.37,4.3,2.69
29335,29336,0.31,Premium,H,VS1,61.7,61.0,698,4.34,4.31,2.67
29336,29337,0.31,Good,H,VS1,64.0,59.0,698,4.28,4.25,2.73
29342,29343,0.31,Ideal,G,VS2,59.6,57.0,698,4.43,4.4,2.63
29343,29344,0.31,Ideal,G,VS2,61.6,55.0,698,4.39,4.37,2.7
29347,29348,0.31,Ideal,G,VS2,62.4,54.0,698,4.39,4.36,2.73
29348,29349,0.31,Ideal,G,VS2,61.4,56.0,698,4.36,4.34,2.67
29349,29350,0.31,Ideal,G,VS2,61.8,57.0,698,4.36,4.34,2.69
29352,29353,0.31,Ideal,G,VS2,61.7,57.0,698,4.36,4.33,2.68
29356,29357,0.31,Very Good,G,VS2,63.1,58.0,698,4.35,4.3,2.73
29359,29360,0.31,Ideal,G,VS2,62.7,57.0,698,4.34,4.31,2.71
29363,29364,0.31,Premium,G,VS2,61.5,59.0,698,4.35,4.33,2.67
29368,29369,0.31,Ideal,G,VS2,62.9,56.0,698,4.34,4.28,2.71
29371,29372,0.31,Very Good,G,VS2,63.5,58.0,698,4.29,4.22,2.7
29373,29374,0.31,Premium,E,SI1,59.1,59.0,698,4.44,4.42,2.62
29383,29384,0.31,Ideal,E,SI1,63.0,57.0,698,4.32,4.29,2.71
29384,29385,0.31,Premium,E,SI1,62.9,58.0,698,4.33,4.29,2.71
29385,29386,0.31,Premium,E,SI1,62.0,58.0,698,4.35,4.3,2.68
29391,29392,0.31,Very Good,E,SI1,63.2,59.0,698,4.33,4.28,2.72
29402,29403,0.34,Ideal,F,VS2,60.8,57.0,699,4.51,4.54,2.75
29403,29404,0.33,Ideal,G,VS1,61.1,55.0,699,4.5,4.52,2.75
29410,29411,0.38,Premium,H,VS2,60.5,59.0,700,4.66,4.69,2.83
29432,29433,0.42,Ideal,H,SI1,62.4,57.0,700,4.76,4.79,2.98
29440,29441,0.34,Very Good,G,VS1,61.2,57.0,701,4.5,4.54,2.76
29447,29448,0.34,Ideal,E,VS2,61.2,56.0,702,4.51,4.54,2.77
29452,29453,0.3,Good,E,VVS1,61.5,62.0,702,4.28,4.34,2.65
29459,29460,0.33,Very Good,G,VVS2,61.5,62.0,702,4.39,4.43,2.71
29463,29464,0.32,Ideal,E,VS2,61.7,55.0,702,4.36,4.42,2.71
29464,29465,0.4,Premium,G,SI1,59.3,59.0,702,4.8,4.82,2.85
29465,29466,0.32,Ideal,E,VS2,62.0,57.0,702,4.39,4.41,2.73
29467,29468,0.32,Ideal,E,VS2,61.4,56.0,702,4.4,4.43,2.71
29470,29471,0.32,Ideal,E,VS2,62.0,55.0,702,4.38,4.46,2.74
29473,29474,0.32,Ideal,E,VS2,61.9,55.0,702,4.42,4.43,2.74
29475,29476,0.32,Premium,E,VS2,62.6,58.0,702,4.36,4.4,2.74
29477,29478,0.32,Ideal,F,VS1,61.3,56.0,702,4.4,4.44,2.71
29483,29484,0.32,Very Good,E,VS2,60.5,55.0,702,4.43,4.49,2.7
29485,29486,0.32,Ideal,E,VS2,61.7,56.0,702,4.41,4.44,2.73
29487,29488,0.32,Ideal,E,VS2,62.1,54.0,702,4.4,4.42,2.74
29493,29494,0.32,Ideal,E,VS2,61.6,55.0,702,4.41,4.42,2.72
29501,29502,0.32,Ideal,E,VS2,62.2,55.0,702,4.36,4.38,2.72
29503,29504,0.32,Premium,E,VS2,61.3,59.0,702,4.35,4.39,2.68
29507,29508,0.32,Ideal,E,VS2,62.7,55.0,702,4.36,4.38,2.74
29509,29510,0.32,Premium,E,VS2,60.5,59.0,702,4.39,4.43,2.67
29510,29511,0.32,Ideal,E,VS2,61.3,57.0,702,4.42,4.45,2.72
29515,29516,0.39,Very Good,G,SI1,58.9,61.0,703,4.74,4.76,2.8
29516,29517,0.38,Ideal,H,VS2,62.2,54.0,703,4.64,4.68,2.9
29519,29520,0.38,Ideal,I,VS1,62.4,54.4,703,4.62,4.66,2.9
29525,29526,0.38,Ideal,I,VS1,61.9,54.7,703,4.63,4.68,2.88
29527,29528,0.3,Ideal,E,VS1,62.5,54.0,703,4.27,4.32,2.69
29529,29530,0.41,Ideal,F,SI2,61.1,57.0,703,4.8,4.86,2.95
29530,29531,0.4,Ideal,F,SI1,61.6,55.0,703,4.72,4.76,2.92
29531,29532,0.37,Ideal,F,VS1,61.0,55.0,703,4.66,4.69,2.85
29554,29555,0.4,Ideal,H,SI1,62.6,52.0,705,4.73,4.76,2.97
29558,29559,0.33,Premium,F,SI1,62.8,58.0,705,4.42,4.4,2.77
29563,29564,0.4,Very Good,E,VS2,62.5,56.0,705,4.66,4.72,2.93
29564,29565,0.41,Good,F,SI1,63.4,57.0,705,4.73,4.74,3.0
29571,29572,0.41,Very Good,E,SI1,59.3,61.0,705,4.8,4.84,2.86
29572,29573,0.41,Good,F,SI1,63.5,56.0,705,4.7,4.75,3.0
29574,29575,0.41,Very Good,E,SI1,61.1,62.0,705,4.76,4.83,2.93
29579,29580,0.41,Very Good,E,SI1,62.8,57.0,705,4.71,4.75,2.97
29582,29583,0.41,Good,E,SI1,63.1,57.0,705,4.73,4.78,3.0
29583,29584,0.41,Good,E,SI1,63.6,56.0,705,4.7,4.73,3.0
29585,29586,0.43,Ideal,J,VS1,61.9,55.5,706,4.81,4.84,2.99
29588,29589,0.45,Ideal,D,SI2,62.0,55.0,706,4.92,4.95,3.06
29589,29590,0.43,Good,F,SI1,60.7,61.0,706,4.86,4.89,2.96
29592,29593,0.32,Good,D,SI1,63.8,55.0,706,4.36,4.35,2.78
29593,29594,0.32,Good,D,SI1,63.7,55.0,706,4.33,4.31,2.75
29595,29596,0.35,Ideal,F,VS2,62.4,55.0,706,4.51,4.53,2.82
29605,29606,0.35,Ideal,F,VS2,61.4,54.0,706,4.54,4.58,2.8
29611,29612,0.27,Very Good,G,VS2,61.5,57.0,439,4.18,4.22,2.58
29614,29615,0.27,Very Good,G,VS1,61.9,56.0,439,4.13,4.16,2.56
29615,29616,0.3,Ideal,J,VVS2,62.1,56.0,439,4.31,4.32,2.68
29619,29620,0.3,Ideal,I,SI1,60.4,59.0,439,4.33,4.35,2.62
29625,29626,0.31,Ideal,H,SI1,61.8,54.0,441,4.35,4.4,2.7
29628,29629,0.35,Premium,H,SI2,61.6,58.0,441,4.49,4.54,2.78
29629,29630,0.27,Very Good,G,VVS2,61.9,57.0,442,4.12,4.15,2.56
29634,29635,0.24,Ideal,G,VS1,61.8,56.0,442,3.99,4.04,2.48
29637,29638,0.3,Very Good,I,VS1,61.8,63.0,442,4.26,4.29,2.64
29638,29639,0.3,Very Good,I,VS1,61.6,61.0,442,4.23,4.28,2.62
29640,29641,0.35,Ideal,F,VS2,61.5,57.0,706,4.52,4.56,2.79
29649,29650,0.35,Premium,F,VS2,61.9,58.0,706,4.48,4.54,2.79
29652,29653,0.35,Ideal,F,VS2,61.4,56.0,706,4.53,4.56,2.79
29653,29654,0.35,Premium,G,VS1,61.5,58.0,706,4.5,4.54,2.78
29658,29659,0.35,Ideal,G,VS1,60.5,57.0,706,4.55,4.58,2.76
29659,29660,0.35,Ideal,G,VS1,61.9,55.0,706,4.51,4.53,2.8
29661,29662,0.35,Ideal,F,VS2,62.2,55.0,706,4.48,4.53,2.8
29674,29675,0.31,Very Good,E,VVS2,60.5,56.0,707,4.39,4.47,2.68
29682,29683,0.39,Ideal,F,SI1,61.3,56.0,707,4.73,4.77,2.91
29691,29692,0.31,Premium,G,VVS2,61.8,58.0,707,4.32,4.36,2.68
29702,29703,0.31,Ideal,H,VVS1,61.6,55.0,707,4.35,4.38,2.69
29715,29716,0.31,Good,G,VVS2,63.2,58.0,707,4.26,4.32,2.71
29716,29717,0.31,Ideal,G,VVS2,61.9,55.0,707,4.33,4.36,2.69
29718,29719,0.31,Ideal,G,VVS2,62.7,57.0,707,4.31,4.33,2.71
29719,29720,0.31,Good,G,VVS2,63.8,56.0,707,4.24,4.28,2.72
29730,29731,0.31,Ideal,H,VVS1,61.8,57.0,707,4.32,4.35,2.68
29731,29732,0.31,Premium,H,VVS1,60.6,59.0,707,4.36,4.38,2.65
29743,29744,0.32,Ideal,H,VVS1,61.3,56.0,708,4.41,4.43,2.71
29744,29745,0.32,Ideal,H,VVS1,62.0,54.0,708,4.39,4.42,2.73
29746,29747,0.43,Ideal,J,SI1,61.9,54.0,708,4.88,4.84,3.01
29749,29750,0.36,Very Good,F,VS2,63.1,57.0,708,4.53,4.51,2.85
29755,29756,0.3,Premium,D,SI1,63.0,58.0,709,4.27,4.24,2.68
29756,29757,0.3,Premium,D,SI1,62.6,56.0,709,4.29,4.24,2.67
29758,29759,0.3,Ideal,D,SI1,62.0,56.0,709,4.34,4.3,2.68
29764,29765,0.35,Premium,H,VS2,61.8,56.0,709,4.58,4.54,2.82
29769,29770,0.3,Premium,I,VVS1,62.2,58.0,709,4.31,4.28,2.67
29777,29778,0.3,Premium,I,VVS1,62.6,60.0,709,4.28,4.25,2.67
29778,29779,0.3,Premium,I,VVS1,61.2,60.0,709,4.29,4.27,2.62
29779,29780,0.3,Good,I,VVS1,63.8,56.0,709,4.26,4.23,2.71
29784,29785,0.3,Premium,D,SI1,59.7,59.0,709,4.37,4.34,2.6
29802,29803,0.3,Premium,D,SI1,62.2,58.0,709,4.31,4.28,2.67
29808,29809,0.3,Good,D,SI1,63.8,57.0,709,4.29,4.27,2.73
29813,29814,0.3,Premium,D,SI1,62.5,59.0,709,4.28,4.26,2.67
29814,29815,0.3,Premium,D,SI1,62.4,60.0,709,4.26,4.23,2.65
29830,29831,0.31,Ideal,E,VVS2,60.4,61.0,710,4.37,4.44,2.66
29834,29835,0.38,Ideal,F,SI1,61.3,55.0,710,4.63,4.76,2.88
29835,29836,0.24,Premium,E,VVS1,60.7,58.0,710,4.03,4.01,2.44
29839,29840,0.3,Ideal,D,VS2,62.5,54.0,710,4.29,4.32,2.69
29841,29842,0.3,Very Good,D,VS2,62.5,59.0,710,4.23,4.28,2.66
29855,29856,0.3,Ideal,D,VS2,62.3,54.0,710,4.29,4.34,2.69
29856,29857,0.3,Ideal,E,VS1,60.8,57.0,710,4.33,4.36,2.64
29857,29858,0.3,Very Good,D,VS2,62.6,61.0,710,4.22,4.25,2.65
29860,29861,0.3,Ideal,D,VS2,61.5,55.0,710,4.3,4.35,2.66
29861,29862,0.3,Ideal,D,VS2,60.8,57.0,710,4.33,4.38,2.65
29869,29870,0.3,Premium,D,VS2,61.0,60.0,710,4.29,4.33,2.63
29880,29881,0.3,Very Good,D,VS2,62.8,59.0,710,4.26,4.28,2.68
29882,29883,0.3,Ideal,D,VS2,61.9,57.0,710,4.29,4.33,2.67
29898,29899,0.3,Ideal,D,VS2,62.5,57.0,710,4.25,4.29,2.67
29902,29903,0.44,Very Good,F,SI2,61.9,59.0,711,4.85,4.9,3.02
29907,29908,0.41,Ideal,E,SI1,61.5,55.0,711,4.78,4.81,2.95
29910,29911,0.29,Very Good,G,VS2,61.5,58.0,712,4.25,4.27,2.62
29911,29912,0.34,Ideal,F,VVS2,61.8,56.0,712,4.47,4.49,2.77
29915,29916,0.33,Ideal,G,VVS2,62.3,56.0,713,4.43,4.47,2.77
29925,29926,0.31,Ideal,D,VS1,60.6,57.0,713,4.36,4.39,2.65
29929,29930,0.5,Fair,F,I1,63.8,58.0,713,5.08,4.97,3.21
29931,29932,0.38,Ideal,H,VS1,62.1,55.4,714,4.63,4.68,2.89
29932,29933,0.32,Ideal,D,SI1,61.2,56.0,714,4.45,4.47,2.73
29946,29947,0.25,Ideal,H,VS1,61.5,56.0,445,4.05,4.08,2.5
29948,29949,0.33,Very Good,I,SI1,61.4,58.0,445,4.46,4.5,2.75
29954,29955,0.33,Good,I,SI1,63.2,58.0,445,4.36,4.38,2.76
29957,29958,0.34,Good,E,SI2,63.1,56.0,445,4.46,4.51,2.83
29965,29966,0.31,Very Good,H,SI1,61.4,55.0,446,4.36,4.44,2.7
29967,29968,0.31,Ideal,H,SI1,62.7,56.0,446,4.33,4.38,2.73
29970,29971,0.29,Ideal,F,VVS1,61.1,57.0,715,4.26,4.29,2.61
29971,29972,0.32,Ideal,D,SI1,62.1,54.0,715,4.4,4.45,2.75
29984,29985,0.43,Ideal,I,VS2,61.8,55.0,716,4.85,4.89,3.01
29987,29988,0.32,Ideal,F,VS1,61.9,56.0,716,4.39,4.43,2.73
29989,29990,0.32,Ideal,F,VS1,61.6,57.0,716,4.39,4.42,2.71
29992,29993,0.43,Ideal,D,SI2,62.6,56.0,716,4.84,4.88,3.04
29998,29999,0.43,Ideal,D,SI2,61.0,57.0,716,4.81,4.86,2.95
30001,30002,0.43,Ideal,H,SI1,62.4,56.0,716,4.81,4.83,3.01
30005,30006,0.43,Premium,D,SI2,60.7,58.0,716,4.85,4.91,2.96
30009,30010,0.35,Very Good,E,VS2,61.9,61.0,716,4.5,4.54,2.8
30015,30016,0.4,Very Good,F,SI1,61.7,62.0,717,4.71,4.76,2.92
30028,30029,0.43,Good,E,SI1,63.4,56.0,718,4.77,4.79,3.03
30030,30031,0.39,Good,F,SI1,63.3,54.0,718,4.62,4.67,2.94
30031,30032,0.39,Very Good,J,VVS1,61.8,56.0,718,4.64,4.71,2.89
30035,30036,0.39,Good,F,SI1,63.6,58.0,718,4.6,4.65,2.94
30038,30039,0.3,Very Good,D,VVS2,59.3,57.0,719,4.39,4.41,2.61
30039,30040,0.32,Ideal,D,VS2,61.3,56.0,719,4.4,4.44,2.71
30045,30046,0.41,Premium,G,SI1,61.5,59.0,719,4.75,4.78,2.93
30048,30049,0.41,Premium,G,SI1,61.4,60.0,719,4.75,4.82,2.94
30056,30057,0.41,Premium,G,SI1,61.3,60.0,719,4.75,4.81,2.93
30066,30067,0.4,Good,H,SI2,63.8,57.0,720,4.7,4.67,2.99
30068,30069,0.32,Ideal,G,VS2,60.3,57.0,720,4.46,4.43,2.68
30069,30070,0.32,Premium,G,VS2,59.9,57.0,720,4.51,4.47,2.69
30074,30075,0.32,Ideal,E,SI1,61.8,55.0,720,4.45,4.42,2.74
30075,30076,0.32,Premium,E,SI1,60.1,60.0,720,4.47,4.42,2.67
30079,30080,0.32,Premium,I,VVS2,61.9,59.0,720,4.38,4.35,2.7
30083,30084,0.32,Ideal,I,VVS2,61.5,56.0,720,4.42,4.4,2.71
30086,30087,0.32,Ideal,H,VS1,61.1,56.0,720,4.46,4.44,2.72
30088,30089,0.32,Ideal,H,VS1,61.8,55.0,720,4.42,4.41,2.73
30096,30097,0.32,Ideal,H,VS1,61.5,57.0,720,4.42,4.4,2.71
30097,30098,0.32,Ideal,H,VS1,61.9,55.0,720,4.42,4.4,2.73
30098,30099,0.32,Ideal,H,VS1,63.0,55.0,720,4.42,4.4,2.78
30104,30105,0.32,Premium,H,VS1,62.8,58.0,720,4.37,4.35,2.74
30105,30106,0.32,Premium,H,VS1,62.3,58.0,720,4.39,4.34,2.72
30108,30109,0.32,Premium,G,VS2,60.8,59.0,720,4.44,4.41,2.69
30111,30112,0.32,Ideal,G,VS2,61.4,55.0,720,4.46,4.4,2.72
30115,30116,0.32,Premium,G,VS2,61.5,60.0,720,4.42,4.4,2.71
30116,30117,0.32,Ideal,G,VS2,61.5,57.0,720,4.41,4.4,2.71
30118,30119,0.32,Ideal,G,VS2,61.6,57.0,720,4.41,4.39,2.71
30125,30126,0.32,Premium,G,VS2,62.0,59.0,720,4.41,4.37,2.72
30126,30127,0.32,Ideal,G,VS2,61.7,57.0,720,4.4,4.38,2.71
30127,30128,0.32,Premium,G,VS2,61.2,59.0,720,4.41,4.38,2.69
30130,30131,0.32,Ideal,G,VS2,61.4,56.0,720,4.39,4.37,2.69
30131,30132,0.32,Premium,G,VS2,62.3,58.0,720,4.41,4.36,2.73
30136,30137,0.32,Premium,G,VS2,62.1,60.0,720,4.39,4.34,2.71
30159,30160,0.4,Very Good,D,SI1,63.0,57.0,720,4.66,4.7,2.95
30163,30164,0.4,Very Good,D,SI1,63.0,57.0,720,4.66,4.7,2.95
30165,30166,0.4,Good,D,SI1,63.1,57.0,720,4.69,4.73,2.97
30166,30167,0.4,Very Good,D,SI1,62.5,61.0,720,4.66,4.69,2.92
30167,30168,0.32,Very Good,F,VVS2,63.0,56.0,721,4.37,4.39,2.76
30169,30170,0.27,Very Good,D,VVS1,62.3,54.0,721,4.18,4.21,2.61
30172,30173,0.3,Ideal,E,VVS2,62.0,55.0,721,4.31,4.34,2.68
30173,30174,0.38,Ideal,G,VS2,61.0,55.0,721,4.67,4.71,2.86
30175,30176,0.38,Ideal,H,VS1,61.1,55.0,721,4.68,4.72,2.87
30178,30179,0.35,Good,G,VS1,58.6,60.5,721,4.62,4.68,2.72
30180,30181,0.33,Ideal,I,VVS2,61.0,56.0,722,4.48,4.51,2.74
30182,30183,0.34,Ideal,H,VVS1,62.3,54.0,722,4.46,4.5,2.79
30188,30189,0.35,Ideal,E,VS2,63.5,54.0,722,4.48,4.43,2.83
30202,30203,0.42,Very Good,D,SI1,60.2,58.0,723,4.85,4.89,2.93
30203,30204,0.42,Ideal,J,VS1,62.7,57.0,723,4.75,4.79,2.99
30204,30205,0.34,Ideal,F,VS1,60.9,57.0,723,4.53,4.56,2.77
30209,30210,0.33,Ideal,E,VS2,61.0,57.0,723,4.43,4.46,2.71
30223,30224,0.33,Ideal,E,VS2,61.3,55.0,723,4.46,4.48,2.74
30231,30232,0.33,Ideal,E,VS2,62.3,57.0,723,4.4,4.43,2.75
30233,30234,0.33,Ideal,E,VS2,61.9,54.0,723,4.42,4.47,2.75
30236,30237,0.33,Ideal,E,VS2,61.9,56.0,723,4.43,4.46,2.75
30240,30241,0.4,Good,F,VS2,64.1,56.0,723,4.65,4.71,3.0
30245,30246,0.33,Good,F,VVS1,60.2,64.0,724,4.47,4.5,2.7
30262,30263,0.4,Ideal,H,VS2,61.9,55.0,725,4.73,4.75,2.93
30264,30265,0.32,Ideal,F,VS1,61.3,55.0,725,4.4,4.44,2.71
30267,30268,0.3,Very Good,F,VS2,63.4,59.0,725,4.25,4.23,2.69
30270,30271,0.31,Good,H,SI1,63.1,57.0,446,4.31,4.34,2.73
30276,30277,0.23,Good,F,VS2,63.8,57.0,447,3.93,3.84,2.48
30284,30285,0.34,Premium,F,SI2,60.0,58.0,447,4.55,4.58,2.74
30285,30286,0.34,Very Good,J,VS1,61.7,58.0,447,4.41,4.47,2.74
30286,30287,0.34,Very Good,F,SI2,63.0,58.0,447,4.45,4.47,2.81
30291,30292,0.34,Good,F,SI2,63.3,54.0,447,4.46,4.48,2.83
30294,30295,0.34,Premium,I,SI1,60.2,59.0,447,4.52,4.55,2.73
30296,30297,0.3,Very Good,D,SI2,63.0,55.0,447,4.25,4.26,2.68
30300,30301,0.3,Premium,G,VS1,62.0,60.0,725,4.31,4.27,2.66
30305,30306,0.41,Very Good,E,SI1,60.4,58.0,725,4.75,4.79,2.88
30308,30309,0.38,Ideal,G,VS2,60.4,57.0,726,4.68,4.71,2.83
30310,30311,0.34,Ideal,F,VS2,62.1,56.0,726,4.48,4.51,2.79
30312,30313,0.4,Ideal,D,SI1,61.3,56.0,726,4.75,4.78,2.92
30320,30321,0.36,Very Good,G,VS1,62.9,57.0,726,4.56,4.6,2.88
30323,30324,0.36,Very Good,G,VS1,61.2,60.0,726,4.56,4.59,2.8
30327,30328,0.36,Premium,F,VS2,61.4,58.0,726,4.56,4.6,2.81
